audio,transcript
test_sample_1094_clean,قالي بص ا أجخ إنت تيجي نعمل معاك كان واجب الصاحب كنشن لسه حال لفحصلت إحنا مظبطين حفله من جميعه بشعر مثلا أه إنت تيجي أبوبيخ و و نعم إ العمله جميله مع بعض و ووارجع و كان أياميها كان أيميها في فتر عياد سينا
test_sample_3883_noisy,متسبب في أزين المنتخب ونعرقو الز
test_sample_1158_clean,و اله الليشوف كلامك ده بيقول حد الله حن غيرين
test_sample_1283_clean,
test_sample_995_clean,عد شاخر هو أبويا كان بيقولي ما عدش أخد طاله أخوه كلمت نعم بس أنا مش عايزأكفل لعد
test_sample_1165_clean,غنو ورده أه قبل النهارده إم أنا يام ما قولت خلاص 
test_sample_3217_noisy,وحجمها و الزيت وعايز أقولك و الله العظيم دلا تاكل فل في الجمهوديه بتاعتها عل الفول
test_sample_1449_clean,ألا ديني له سلعه ولا بضاعه و لا ليه سود لا نا بايع ولا شعري إيماني هو رسمالي فاإفح وفوق مش إنت لوحدك الإخوان أنا إخوان بحج الله وبالسنه وبالقرآن واكته جد أنا عصمع
test_sample_3736_noisy,طب أنا لازم أقنعهم منكاش في الحساب ده مطنع إن أولا في فلوس في مبلغ
test_sample_1544_clean,هيتكلم بهو الأهل مش أهلي الأهلي عمل الأهل صواء
test_sample_3851_noisy,شوف بالناس تعيب مين إزاي يا حضر
test_sample_3324_noisy,جابلي باخد بتاصفوي
test_sample_1012_clean,طا
test_sample_3383_noisy,
test_sample_1124_clean,أنا وراجع أنا وراجع بالطياره
test_sample_3701_noisy,
test_sample_3125_noisy,اخر مدرسه و
test_sample_3528_noisy,دي مش هبده و لا فت
test_sample_1520_clean,حل عاليه عشان ميتغلبش يا ما خد حب صطال إحنا خلاص
test_sample_1227_clean,ه
test_sample_1209_clean,ماكنت فقير جدا إم كانت الغنوه كلها وبخمسه جنيه ل لستاشر أدي إم
test_sample_3920_noisy,إنت نفسك في إيه 
test_sample_3578_noisy,البش المريض يسعد بق ويروح للدكتور بتلاقي عامل سندواتش كده حاشي الجرح
test_sample_3590_noisy,أ
test_sample_3214_noisy,أنا م شرقتك قاعده قولت قاعده كده لايه
test_sample_1615_clean,اه إنا جدت العالم كله متطناشر كلها مليش عل طب عل 
test_sample_3743_noisy,اش الله بإذن الله بإذن الله
test_sample_1443_clean,مصر
test_sample_1538_clean,تمام
test_sample_3368_noisy, سنع ألعاب
test_sample_1389_clean,يه يأدله بتجقول إن أنا هذه القصيده رغم إنها عل فكره رغم إنها ليس لها علاقه بالدين يعني اسمع الفصيده ليس لاح ع لعلاقه بالدين خالص هو إنت إنت جاعات بتتخيل لنفسك إنك تعجز وبتجابل ابنات كنت عارفهم وإنت صغير
test_sample_3802_noisy,السيرامو علكم رح لا بركاتهم منوارين أهلا بيكم في قناه دي العيض الناس اللي كانت بتسألني عل المرتبات والالأجور عام في البرتغال و اللي كانوا بيسألوني عل اللغه و اللي كانوا بيسألوني عل العمال و الصنايعيه
test_sample_3679_noisy,أنا كده بقيت في اللسمت أنا كده بقيت حرق الفيزق لأ مبقيتش حرق فيز إنت كده داخل قانون ه الفيزانتهت أه بس إنت خلاص مقدم عل أوراق وقاعد في المرتغل طم  تمام
test_sample_1202_clean, السلاع خو
test_sample_3415_noisy,يعني إنت حت لو جاي المبل ومعاكش ورق تقدر تفتح مطعه موبناءا عالين تاخد أولاق
test_sample_3030_noisy,
test_sample_3887_noisy,أه قلبك يقلبك أيوه بقإنت زعلانم البنات في حاجه
test_sample_3413_noisy,دي ورقه بق إنت بتكتبها في ورق إنت بتكتبه خط إيده بالإنجلش طبعا مبتعرفش تروح عند مقتب اركماه قوله هتقوله إيه هتقوله أنا في الورقه يعني
test_sample_1021_clean,
test_sample_3262_noisy,بق
test_sample_2992_noisy,تلاقيه اللحم بتاعها زي ما هو
test_sample_1254_clean,أنا برضو بتاعفإسه
test_sample_3891_noisy,أشكل عام
test_sample_3762_noisy,أخته
test_sample_1305_clean,البنكل المقاهوره بكلس
test_sample_3858_noisy,محتاج معامفيش متشديد محتاجش هاد بلاد هحاج شهادم ميه فاطور ميه أو كهربا أو غاز لو إنت بتشوفني في أي دول مغرب تونس ده زاي مصر
test_sample_3660_noisy,مش مدق
test_sample_3856_noisy,لقش إنت بتوصل لمرحله يعني قويه جدا من للشخص اللي معاها
test_sample_1453_clean,إحنا ملتقين مش هطمنك إحنا هنترحك بالعمليه و لا إنتي عاز زلينا عشان مفيش غارب بيعملها
test_sample_1604_clean,أعرف إن هي نيإيه
test_sample_3913_noisy, هتديهم الخمسه جنيه من هنا أه فتاخد أشاش من هن
test_sample_1421_clean,تتمني
test_sample_3250_noisy,دوله قبل ما تيجي قبدل ما تيجي تجيب معد التلات أو رقدوم في شوالتشجيل
test_sample_1277_clean,مض عن جاي ماه أه هياخد وا
test_sample_3529_noisy,السلام عليكم ورحم في الدا أحسن توجيت تقدر تقدم فيه عل فيز السياح الشمل أي دوله إهده هو أي دوله في الشرخ لها توهيد معين لأ هي فتح للصنح
test_sample_2964_noisy,طلع ببي
test_sample_3351_noisy,المستوقعب ده
test_sample_3084_noisy,ب العيندي
test_sample_3725_noisy,تمام بتكلفك كام مبتكلفكش خمسميه خمسمي جنيه نت بتعبلها بيه ألف جنيه
test_sample_1627_clean,اوزير ثقافه شال لسيده كانت كانت لهباع و كان لها جمهور خاص جول أوبر
test_sample_1068_clean,سته و خمسين و سبعه و ستين والنكسه و الناس اللي خرجت
test_sample_3918_noisy, هو جاب البعيده أه الله ألله عل كده عش هدا
test_sample_3468_noisy,أبيد شويه
test_sample_3356_noisy,
test_sample_3136_noisy, يا 
test_sample_3740_noisy,النام اللي أنا بقوله عشان مش تروح تمسك  الحاجه اللي إحنا هنعملها دلوقتي مع بعضينا
test_sample_1475_clean,ده اقصاد بلدنا بس أه الناحيه التانيه كده أه غرب النيل إم هو أشاء الشيخ العزر السابق سيد طنباويده من عندينا
test_sample_2928_noisy, أه يعني نفض للناس
test_sample_1327_clean,نفمر ب
test_sample_1138_clean,لماذا تحددون الشمسه الأعلن فقسمتم عروبلا ودخل من بينك سرم كمل أن عام سيبقت طفل في صدري عاديكم يعاده يعاد
test_sample_3323_noisy,يلأ أي حد معاه قوم أو أي حد معاد يسار يقدر يعملوك
test_sample_3091_noisy,الراجل لما أشوف الورق ده برضو أنا خبرت فيه أه و الله الرجل ده فعلا عنده خطه وده إده فعلا مساف السياحه عنده خطه مواعد إنتذاكر مظبوطه معادل فندوق مظبوطه تذاكر الطيارانت الداخليه مظبوطه بقدم ورقه فعلا في أماكن عندنا أيوه هنا في قطاليا وفرونه وفبيرانه إن هو هيزورها بي فعلا تستقق إن تستحق بالسياحه
test_sample_3835_noisy,مثلا و إنت أقولك مين اللي مفروضش
test_sample_3876_noisy,أنا أشوف الفرته
test_sample_3513_noisy,
test_sample_3790_noisy,المحلي اللي هو بعيد مصر
test_sample_1271_clean,فكان و إحنا لسه جايين من البلد ودول عمعلاقه وموجودين فجأه تلاقي نفسك في تصف الأول
test_sample_1445_clean,و منطع يعني رجعت في الأسعاب كلها يستاذ جومي هتودينا في دهي
test_sample_3477_noisy,و
test_sample_3240_noisy,
test_sample_3261_noisy,إنت شايان
test_sample_2932_noisy,حاسس إن هو مالوش معد
test_sample_3100_noisy,حم بالله
test_sample_2998_noisy,ليه كده
test_sample_1299_clean,عكان ليهم عنده ولباس السبب المشاعكل المققول
test_sample_996_clean,ربنا يبحضرك
test_sample_1369_clean,إن كل سنه أه
test_sample_1420_clean,التأثيره أسبيحه بسمي كان له
test_sample_1456_clean,قاله عل الله يا عمي
test_sample_3395_noisy,دور الأول عباره عن إيه عبارا عن أربع غرف لوم كل غرفه منهم ليها حنامها و كذلك داخل الغرب هتلاقي كبيره و حاد إشاديه بتقولك معلومات أكتر عن المكان مساسي عرف عليها برضو أفلام عن المكان و فيها واحد وتردم للصم والبوك عشان يقدروا هما كمان يبهموا وينتجم يعربوا أكبر عن الأظ ده بق أكبر حمام في القصر لتبع غرف البرون إمدان بص الجمال معمول من فن المزايب قطع صغيره متركبه عل بعضها وبتبص عل البلاكونه والبلكونه بتبص عل الحديقه الخلفيه للأصف
test_sample_1545_clean, هو متجوز
test_sample_3181_noisy,السلامو عليكم ورحلم الله وبركاته
test_sample_3207_noisy, دي تعمامل بق أول مره أشوفه يا جماعه
test_sample_3566_noisy,
test_sample_3290_noisy,يعني و الله كامه هاخد الجبنه والنتاع عشان خاط هي اللي موجوده دلوقت
test_sample_1539_clean,كلا هروحك اتسكتي يا حراوح كن أخراح أسكت
test_sample_3577_noisy,من أي بققال من أيسمه المر أي حاجه بتشتريه وإنت بتشتري هو بنت منك الرقم ده إن انت بتتفاعل في البلد إن إنت قاعد تلته
test_sample_1133_clean,وبقيع اللهف فيملاكته بطيع الله فيملاكوته وبدع يزيدني من فضله ومن جوته وصلي وصوم وجاهد نفسي وصبل عل البلا وأحمد وحند دوم لأنه لذج الوها
test_sample_1552_clean,ده أبو العروسه و أناق العرس
test_sample_1340_clean,وإنت متلاقيش في راحك إم ت معناها كارث ليا
